home,away,score,year
Торпедо-Лужники,Алания,2 : 1,1996
Торпедо-Лужники,ЦСКА,3 : 0,1996
Торпедо-Лужники,Ростсельмаш,0 : 1,1996
Торпедо-Лужники,Жемчужина-Сочи,3 : 1,1996
Торпедо-Лужники,Тюмень,1 : 1,1996
Торпедо-Лужники,Факел,4 : 2,1996
Торпедо-Лужники,Локомотив НН,2 : 2,1996
Торпедо-Лужники,КАМАЗ-Чаллы,2 : 0,1996
ЦСКА,Спартак,0 : 0,1996
ЦСКА,Ротор,0 : 2,1996
ЦСКА,Динамо,1 : 1,1996
ЦСКА,Шинник,0 : 0,1996
ЦСКА,Локомотив,1 : 2,1996
ЦСКА,Черноморец,0 : 1,1996
ЦСКА,Крылья Советов,1 : 2,1996
ЦСКА,Зенит,2 : 0,1996
ЦСКА,Балтика,1 : 1,1996
ЦСКА,Алания,2 : 1,1996
ЦСКА,Торпедо-Лужники,0 : 5,1996
ЦСКА,Ростсельмаш,2 : 0,1996
ЦСКА,Жемчужина-Сочи,1 : 1,1996
ЦСКА,Тюмень,0 : 3,1996
ЦСКА,Факел,1 : 0,1996
ЦСКА,Локомотив НН,3 : 0,1996
ЦСКА,КАМАЗ-Чаллы,1 : 0,1996
Ростсельмаш,Спартак,3 : 5,1996
Ростсельмаш,Ротор,1 : 1,1996
Ростсельмаш,Динамо,1 : 3,1996
Ростсельмаш,Шинник,1 : 2,1996
Ростсельмаш,Локомотив,2 : 2,1996
Ростсельмаш,Черноморец,0 : 0,1996
Ростсельмаш,Крылья Советов,1 : 1,1996
Ростсельмаш,Зенит,2 : 3,1996
Ростсельмаш,Балтика,0 : 0,1996
Ростсельмаш,Алания,1 : 0,1996
Ростсельмаш,Торпедо-Лужники,1 : 1,1996
Ростсельмаш,ЦСКА,1 : 1,1996
Ростсельмаш,Жемчужина-Сочи,0 : 0,1996
Ростсельмаш,Тюмень,3 : 1,1996
Ростсельмаш,Факел,2 : 0,1996
Ростсельмаш,Локомотив НН,3 : 1,1996
Ростсельмаш,КАМАЗ-Чаллы,2 : 1,1996
Жемчужина-Сочи,Спартак,0 : 1,1996
Жемчужина-Сочи,Ротор,0 : 2,1996
Жемчужина-Сочи,Динамо,2 : 2,1996
Жемчужина-Сочи,Шинник,2 : 1,1996
Жемчужина-Сочи,Локомотив,0 : 0,1996
Жемчужина-Сочи,Черноморец,3 : 1,1996
Жемчужина-Сочи,Крылья Советов,0 : 1,1996
Жемчужина-Сочи,Зенит,1 : 0,1996
Жемчужина-Сочи,Балтика,0 : 0,1996
Жемчужина-Сочи,Алания,1 : 0,1996
Жемчужина-Сочи,Торпедо-Лужники,4 : 3,1996
Жемчужина-Сочи,ЦСКА,2 : 3,1996
Жемчужина-Сочи,Ростсельмаш,2 : 1,1996
Жемчужина-Сочи,Тюмень,1 : 3,1996
Жемчужина-Сочи,Факел,1 : 0,1996
Жемчужина-Сочи,Локомотив НН,2 : 0,1996
Жемчужина-Сочи,КАМАЗ-Чаллы,1 : 0,1996
Тюмень,Спартак,2 : 2,1996
Тюмень,Ротор,0 : 0,1996
Тюмень,Динамо,1 : 0,1996
Тюмень,Шинник,1 : 2,1996
Тюмень,Локомотив,0 : 0,1996
Тюмень,Черноморец,0 : 0,1996
Тюмень,Крылья Советов,1 : 0,1996
Тюмень,Зенит,0 : 1,1996
Тюмень,Балтика,0 : 1,1996
Тюмень,Алания,1 : 4,1996
Тюмень,Торпедо-Лужники,2 : 1,1996
Тюмень,ЦСКА,2 : 0,1996
Тюмень,Ростсельмаш,0 : 1,1996
Тюмень,Жемчужина-Сочи,2 : 2,1996
Тюмень,Факел,1 : 0,1996
Тюмень,Локомотив НН,2 : 1,1996
Тюмень,КАМАЗ-Чаллы,1 : 0,1996
Факел,Спартак,0 : 1,1996
Факел,Ротор,0 : 0,1996
Факел,Динамо,0 : 1,1996
Факел,Шинник,1 : 2,1996
Факел,Локомотив,1 : 0,1996
Факел,Черноморец,0 : 0,1996
Факел,Крылья Советов,2 : 2,1996
Факел,Зенит,0 : 1,1996
Факел,Балтика,0 : 2,1996
Факел,Алания,2 : 1,1996
Факел,Торпедо-Лужники,2 : 3,1996
Факел,ЦСКА,1 : 1,1996
Факел,Ростсельмаш,0 : 0,1996
Факел,Жемчужина-Сочи,2 : 1,1996
Факел,Тюмень,1 : 0,1996
Факел,Локомотив НН,2 : 0,1996
Факел,КАМАЗ-Чаллы,4 : 0,1996
Локомотив НН,Спартак,2 : 3,1996
Локомотив НН,Ротор,1 : 2,1996
Локомотив НН,Динамо,0 : 1,1996
Локомотив НН,Шинник,0 : 1,1996
Локомотив НН,Локомотив,1 : 3,1996
Локомотив НН,Черноморец,2 : 3,1996
Локомотив НН,Крылья Советов,0 : 1,1996
Локомотив НН,Зенит,2 : 2,1996
Локомотив НН,Балтика,1 : 4,1996
Локомотив НН,Алания,1 : 3,1996
Локомотив НН,Торпедо-Лужники,1 : 0,1996
Локомотив НН,ЦСКА,3 : 1,1996
Локомотив НН,Ростсельмаш,0 : 1,1996
Локомотив НН,Жемчужина-Сочи,1 : 0,1996
Локомотив НН,Тюмень,1 : 0,1996
Локомотив НН,Факел,1 : 0,1996
Локомотив НН,КАМАЗ-Чаллы,2 : 1,1996
КАМАЗ-Чаллы,Спартак,2 : 1,1996
КАМАЗ-Чаллы,Ротор,0 : 5,1996
КАМАЗ-Чаллы,Динамо,1 : 3,1996
КАМАЗ-Чаллы,Шинник,3 : 0,1996
КАМАЗ-Чаллы,Локомотив,0 : 2,1996
КАМАЗ-Чаллы,Черноморец,0 : 0,1996
КАМАЗ-Чаллы,Крылья Советов,3 : 0,1996
КАМАЗ-Чаллы,Зенит,0 : 1,1996
КАМАЗ-Чаллы,Балтика,3 : 3,1996
КАМАЗ-Чаллы,Алания,4 : 2,1996
КАМАЗ-Чаллы,Торпедо-Лужники,1 : 3,1996
КАМАЗ-Чаллы,ЦСКА,0 : 3,1996
КАМАЗ-Чаллы,Ростсельмаш,3 : 2,1996
КАМАЗ-Чаллы,Жемчужина-Сочи,2 : 3,1996
КАМАЗ-Чаллы,Тюмень,2 : 1,1996
КАМАЗ-Чаллы,Факел,3 : 0,1996
КАМАЗ-Чаллы,Локомотив НН,1 : 1,1996
Спартак-Алания,Локомотив,0 : 1,1995
Спартак-Алания,Спартак,1 : 1,1995
Спартак-Алания,Динамо,2 : 0,1995
Спартак-Алания,Торпедо М,0 : 0,1995
Спартак-Алания,ЦСКА,2 : 1,1995
Спартак-Алания,Ротор,3 : 2,1995
Спартак-Алания,Уралмаш,4 : 2,1995
Спартак-Алания,КАМАЗ-Чаллы,0 : 0,1995
Спартак-Алания,Текстильщик Км,2 : 0,1995
Спартак-Алания,Черноморец,3 : 0,1995
Спартак-Алания,Локомотив НН,3 : 0,1995
Спартак-Алания,Ростсельмаш,4 : 1,1995
Спартак-Алания,Жемчужина-Сочи,5 : 0,1995
Спартак-Алания,Крылья Советов,1 : 1,1995
Спартак-Алания,Динамо-Газовик,4 : 0,1995
Локомотив,Спартак-Алания,4 : 1,1995
Локомотив,Спартак,1 : 0,1995
Локомотив,Динамо,1 : 1,1995
Локомотив,Торпедо М,0 : 0,1995
Локомотив,ЦСКА,0 : 1,1995
Локомотив,Ротор,4 : 3,1995
Локомотив,Уралмаш,0 : 1,1995
Локомотив,КАМАЗ-Чаллы,1 : 0,1995
Локомотив,Текстильщик Км,2 : 0,1995
Локомотив,Черноморец,5 : 0,1995
Локомотив,Локомотив НН,1 : 0,1995
Локомотив,Ростсельмаш,2 : 1,1995
Локомотив,Жемчужина-Сочи,1 : 1,1995
Локомотив,Крылья Советов,2 : 1,1995
Локомотив,Динамо-Газовик,1 : 1,1995
Спартак,Спартак-Алания,1 : 2,1995
Спартак,Локомотив,1 : 2,1995
Спартак,Динамо,2 : 0,1995
Спартак,Торпедо М,5 : 0,1995
Спартак,ЦСКА,3 : 1,1995
Спартак,Ротор,1 : 2,1995
Спартак,Уралмаш,5 : 1,1995
Спартак,КАМАЗ-Чаллы,2 : 0,1995
Спартак,Текстильщик Км,4 : 2,1995
Спартак,Черноморец,5 : 0,1995
Спартак,Локомотив НН,3 : 1,1995
Спартак,Ростсельмаш,2 : 0,1995
Спартак,Жемчужина-Сочи,6 : 0,1995
Спартак,Крылья Советов,5 : 1,1995
Спартак,Динамо-Газовик,4 : 1,1995
Динамо,Спартак-Алания,1 : 2,1995
Динамо,Локомотив,2 : 1,1995
Динамо,Спартак,0 : 2,1995
Динамо,Торпедо М,0 : 0,1995
Динамо,ЦСКА,0 : 1,1995
Динамо,Ротор,1 : 0,1995
Динамо,Уралмаш,3 : 0,1995
Динамо,КАМАЗ-Чаллы,1 : 0,1995
Динамо,Текстильщик Км,0 : 0,1995
Динамо,Черноморец,2 : 0,1995
Динамо,Локомотив НН,2 : 0,1995
Динамо,Ростсельмаш,1 : 1,1995
Динамо,Жемчужина-Сочи,4 : 3,1995
Динамо,Крылья Советов,4 : 1,1995
Динамо,Динамо-Газовик,1 : 0,1995
Торпедо М,Спартак-Алания,1 : 4,1995
Торпедо М,Локомотив,1 : 0,1995
Торпедо М,Спартак,1 : 2,1995
Торпедо М,Динамо,0 : 0,1995
Торпедо М,ЦСКА,1 : 2,1995
Торпедо М,Ротор,3 : 0,1995
Торпедо М,Уралмаш,3 : 0,1995
Торпедо М,КАМАЗ-Чаллы,2 : 1,1995
Торпедо М,Текстильщик Км,0 : 0,1995
Торпедо М,Черноморец,1 : 0,1995
Торпедо М,Локомотив НН,2 : 0,1995
Торпедо М,Ростсельмаш,1 : 0,1995
Торпедо М,Жемчужина-Сочи,3 : 0,1995
Торпедо М,Крылья Советов,0 : 0,1995
Торпедо М,Динамо-Газовик,2 : 1,1995
ЦСКА,Спартак-Алания,1 : 2,1995
ЦСКА,Локомотив,0 : 1,1995
ЦСКА,Спартак,1 : 2,1995
ЦСКА,Динамо,1 : 3,1995
ЦСКА,Торпедо М,2 : 1,1995
ЦСКА,Ротор,1 : 4,1995
ЦСКА,Уралмаш,2 : 0,1995
ЦСКА,КАМАЗ-Чаллы,2 : 2,1995
ЦСКА,Текстильщик Км,2 : 2,1995
ЦСКА,Черноморец,4 : 0,1995
ЦСКА,Локомотив НН,4 : 0,1995
ЦСКА,Ростсельмаш,4 : 0,1995
ЦСКА,Жемчужина-Сочи,4 : 0,1995
ЦСКА,Крылья Советов,4 : 1,1995
ЦСКА,Динамо-Газовик,3 : 1,1995
Ротор,Спартак-Алания,1 : 1,1995
Ротор,Локомотив,2 : 1,1995
Ротор,Спартак,1 : 1,1995
Ротор,Динамо,0 : 2,1995
Ротор,Торпедо М,1 : 2,1995
Ротор,ЦСКА,2 : 2,1995
Ротор,Уралмаш,1 : 2,1995
Ротор,КАМАЗ-Чаллы,2 : 0,1995
Ротор,Текстильщик Км,3 : 1,1995
Ротор,Черноморец,5 : 1,1995
Ротор,Локомотив НН,1 : 1,1995
Ротор,Ростсельмаш,4 : 1,1995
Ротор,Жемчужина-Сочи,7 : 0,1995
Ротор,Крылья Советов,0 : 0,1995
Ротор,Динамо-Газовик,5 : 4,1995
Уралмаш,Спартак-Алания,0 : 1,1995
Уралмаш,Локомотив,1 : 2,1995
Уралмаш,Спартак,0 : 0,1995
Уралмаш,Динамо,0 : 2,1995
Уралмаш,Торпедо М,1 : 2,1995
Уралмаш,ЦСКА,1 : 0,1995
Уралмаш,Ротор,5 : 0,1995
Уралмаш,КАМАЗ-Чаллы,0 : 0,1995
Уралмаш,Текстильщик Км,2 : 0,1995
Уралмаш,Черноморец,6 : 0,1995
Уралмаш,Локомотив НН,1 : 0,1995
Уралмаш,Ростсельмаш,2 : 0,1995
Уралмаш,Жемчужина-Сочи,4 : 3,1995
Уралмаш,Крылья Советов,0 : 0,1995
Уралмаш,Динамо-Газовик,5 : 0,1995
КАМАЗ-Чаллы,Спартак-Алания,1 : 0,1995
КАМАЗ-Чаллы,Локомотив,0 : 2,1995
КАМАЗ-Чаллы,Спартак,2 : 0,1995
КАМАЗ-Чаллы,Динамо,5 : 2,1995
КАМАЗ-Чаллы,Торпедо М,3 : 1,1995
КАМАЗ-Чаллы,ЦСКА,0 : 0,1995
КАМАЗ-Чаллы,Ротор,2 : 0,1995
КАМАЗ-Чаллы,Уралмаш,4 : 0,1995
КАМАЗ-Чаллы,Текстильщик Км,2 : 1,1995
КАМАЗ-Чаллы,Черноморец,2 : 0,1995
КАМАЗ-Чаллы,Локомотив НН,1 : 1,1995
КАМАЗ-Чаллы,Ростсельмаш,0 : 1,1995
КАМАЗ-Чаллы,Жемчужина-Сочи,3 : 0,1995
КАМАЗ-Чаллы,Крылья Советов,1 : 0,1995
КАМАЗ-Чаллы,Динамо-Газовик,1 : 1,1995
Текстильщик Км,Спартак-Алания,0 : 1,1995
Текстильщик Км,Локомотив,1 : 1,1995
Текстильщик Км,Спартак,2 : 2,1995
Текстильщик Км,Динамо,1 : 2,1995
Текстильщик Км,Торпедо М,1 : 1,1995
Текстильщик Км,ЦСКА,1 : 2,1995
Текстильщик Км,Ротор,1 : 0,1995
Текстильщик Км,Уралмаш,0 : 1,1995
Текстильщик Км,КАМАЗ-Чаллы,1 : 0,1995
Текстильщик Км,Черноморец,2 : 0,1995
Текстильщик Км,Локомотив НН,1 : 2,1995
Текстильщик Км,Ростсельмаш,2 : 0,1995
Текстильщик Км,Жемчужина-Сочи,2 : 1,1995
Текстильщик Км,Крылья Советов,1 : 2,1995
Текстильщик Км,Динамо-Газовик,3 : 1,1995
Черноморец,Спартак-Алания,0 : 3,1995
Черноморец,Локомотив,2 : 4,1995
Черноморец,Спартак,1 : 1,1995
Черноморец,Динамо,0 : 1,1995
Черноморец,Торпедо М,0 : 1,1995
Черноморец,ЦСКА,1 : 3,1995
Черноморец,Ротор,2 : 1,1995
Черноморец,Уралмаш,3 : 2,1995
Черноморец,КАМАЗ-Чаллы,2 : 1,1995
Черноморец,Текстильщик Км,2 : 2,1995
Черноморец,Локомотив НН,2 : 3,1995
Черноморец,Ростсельмаш,2 : 1,1995
Черноморец,Жемчужина-Сочи,4 : 0,1995
Черноморец,Крылья Советов,2 : 0,1995
Черноморец,Динамо-Газовик,2 : 0,1995
Локомотив НН,Спартак-Алания,2 : 4,1995
Локомотив НН,Локомотив,0 : 2,1995
Локомотив НН,Спартак,0 : 1,1995
Локомотив НН,Динамо,1 : 1,1995
Локомотив НН,Торпедо М,2 : 3,1995
Локомотив НН,ЦСКА,0 : 0,1995
Локомотив НН,Ротор,1 : 1,1995
Локомотив НН,Уралмаш,3 : 1,1995
Локомотив НН,КАМАЗ-Чаллы,0 : 0,1995
Локомотив НН,Текстильщик Км,4 : 1,1995
Локомотив НН,Черноморец,0 : 1,1995
Локомотив НН,Ростсельмаш,2 : 1,1995
Локомотив НН,Жемчужина-Сочи,2 : 2,1995
Локомотив НН,Крылья Советов,1 : 0,1995
Локомотив НН,Динамо-Газовик,0 : 0,1995
Ростсельмаш,Спартак-Алания,0 : 1,1995
Ростсельмаш,Локомотив,0 : 2,1995
Ростсельмаш,Спартак,1 : 1,1995
Ростсельмаш,Динамо,2 : 2,1995
Ростсельмаш,Торпедо М,1 : 2,1995
Ростсельмаш,ЦСКА,1 : 3,1995
Ростсельмаш,Ротор,0 : 4,1995
Ростсельмаш,Уралмаш,2 : 0,1995
Ростсельмаш,КАМАЗ-Чаллы,2 : 0,1995
Ростсельмаш,Текстильщик Км,2 : 1,1995
Ростсельмаш,Черноморец,0 : 2,1995
Ростсельмаш,Локомотив НН,2 : 1,1995
Ростсельмаш,Жемчужина-Сочи,1 : 4,1995
Ростсельмаш,Крылья Советов,2 : 2,1995
Ростсельмаш,Динамо-Газовик,3 : 0,1995
Жемчужина-Сочи,Спартак-Алания,0 : 2,1995
Жемчужина-Сочи,Локомотив,0 : 1,1995
Жемчужина-Сочи,Спартак,1 : 2,1995
Жемчужина-Сочи,Динамо,0 : 1,1995
Жемчужина-Сочи,Торпедо М,3 : 1,1995
